date,open,close
2015-05-06,14.0000,13.7700
2015-05-07,13.6500,13.9400
2015-05-08,13.8900,14.2800
2015-05-11,14.5000,14.6400
2015-05-12,14.1500,14.0100
2015-05-13,14.3300,14.1800
2015-05-14,14.6700,14.3600
2015-05-15,14.3000,14.1800
2015-05-18,14.0300,14.2300
2015-05-19,14.1000,14.2000
2015-05-20,14.5000,14.0500
2015-05-21,14.5000,14.0600
2015-05-22,14.1800,14.1100
2015-05-26,13.8100,13.8300
2015-05-27,13.6000,14.2800
2015-05-28,14.0500,14.0000
2015-05-29,13.6900,14.3500
2015-06-01,14.2000,13.9100
2015-06-02,14.3200,16.1600
2015-06-03,16.6500,17.5600
2015-06-04,17.0700,15.3100
2015-06-05,15.3900,15.6100
2015-06-08,16.0176,16.5500
2015-06-09,16.7700,16.1900
2015-06-10,16.4800,15.3600
2015-06-11,15.1500,15.2300
2015-06-12,15.7000,15.2700
2015-06-15,14.8200,15.4400
2015-06-16,15.1400,15.4100
2015-06-17,15.3100,14.7200
2015-06-18,14.7500,14.7600
2015-06-19,14.8700,13.7100
2015-06-22,14.0000,13.0500
2015-06-23,13.0000,12.3991
2015-06-24,12.3900,11.6100
2015-06-25,11.6900,11.2900
2015-06-26,11.4500,11.3300
2015-06-29,11.0100,10.7400
2015-06-30,10.8900,11.1500
2015-07-01,11.0900,11.9900
2015-07-02,11.9200,12.4400
2015-07-06,12.3900,12.5900
2015-07-07,12.4900,12.0100
2015-07-08,11.7300,11.5700
2015-07-09,11.8000,11.7800
2015-07-10,11.8000,11.6400
2015-07-13,11.8200,11.4100
2015-07-14,11.5100,10.6900
2015-07-15,10.7800,10.5100
2015-07-16,10.5200,10.7000
2015-07-17,10.7589,10.7600
2015-07-20,10.8700,10.5000
2015-07-21,10.5300,10.3400
2015-07-22,10.3900,10.3800
2015-07-23,10.2800,10.4400
2015-07-24,10.4400,10.3700
2015-07-27,10.4000,9.9800
2015-07-28,10.0300,10.4100
2015-07-29,10.3500,9.9300
2015-07-30,9.9200,9.2300
2015-07-31,9.2800,8.7800
2015-08-03,8.7800,8.0800
2015-08-04,7.9500,7.7400
2015-08-05,7.9800,7.2600
2015-08-06,9.0000,8.4200
2015-08-07,7.9500,7.6400
2015-08-10,7.6300,7.5500
2015-08-11,7.3900,7.3500
2015-08-12,7.6900,7.2600
2015-08-13,7.3200,6.0500
2015-08-14,6.2000,5.8000
2015-08-17,5.8300,5.7300
2015-08-18,5.9300,5.7500
2015-08-19,5.8500,5.4500
2015-08-20,5.6000,5.5800
2015-08-21,5.6400,5.5800
2015-08-24,5.1600,5.2600
2015-08-25,5.5000,5.5200
2015-08-26,6.0000,5.7200
2015-08-27,5.8000,5.4500
2015-08-28,5.4800,5.6900
2015-08-31,5.7000,5.5701
2015-09-01,5.5700,5.8450
2015-09-02,5.8750,5.5800
2015-09-03,5.6000,5.7000
2015-09-04,5.7700,5.9300
2015-09-08,6.0500,6.1900
2015-09-09,6.0900,6.2100
2015-09-10,6.3700,6.4700
2015-09-11,6.6500,7.1600
2015-09-14,7.2100,8.0000
2015-09-15,8.0900,8.1000
2015-09-16,7.9600,8.6500
2015-09-17,10.3200,11.2900
2015-09-18,11.5000,11.4700
2015-09-21,12.3400,11.8900
2015-09-22,11.4000,11.3700
2015-09-23,11.0300,11.3100
2015-09-24,11.0400,11.1200
2015-09-25,10.9200,10.1300
2015-09-28,8.9000,8.2900
2015-09-29,8.1900,7.8100
2015-09-30,7.9600,7.6200
2015-10-01,9.0808,7.5775
2015-10-02,7.7800,7.6500
2015-10-05,7.8200,8.7300
2015-10-06,8.5001,8.0401
2015-10-07,8.1700,7.7200
2015-10-08,7.6900,7.3300
2015-10-09,7.6500,6.8400
2015-10-12,6.9100,6.1300
2015-10-13,7.3200,6.0800
2015-10-14,6.0100,6.0200
2015-10-15,6.1000,6.2500
2015-10-16,6.2200,5.6600
2015-10-19,5.8400,5.4600
2015-10-20,5.5000,5.0400
2015-10-21,5.0200,5.0500
2015-10-22,5.1100,5.0600
2015-10-23,5.3500,5.5300
2015-10-26,6.0000,5.3600
2015-10-27,5.2900,5.0500
2015-10-28,5.2200,5.4099
2015-10-29,5.4600,5.4500
2015-10-30,5.1200,5.2699
2015-11-02,5.2900,5.4000
2015-11-03,5.6700,5.9600
2015-11-04,5.4300,5.9600
2015-11-05,5.4700,5.8600
2015-11-06,5.9040,6.0200
2015-11-09,6.0200,5.8200
2015-11-10,5.7500,5.8500
2015-11-11,5.7500,5.5400
2015-11-12,5.4600,5.3998
2015-11-13,5.5300,5.0000
2015-11-16,4.9000,4.6300
2015-11-17,4.9800,5.4200
2015-11-18,5.0400,5.0300
2015-11-19,5.1464,5.1100
2015-11-20,5.0400,5.0500
2015-11-23,5.1800,5.1300
2015-11-24,5.1000,5.1290
2015-11-25,5.1500,5.0800
2015-11-27,4.9600,5.1450
2015-11-30,5.1501,4.9500
2015-12-01,4.8160,4.8800
2015-12-02,4.8800,4.8800
2015-12-03,4.9000,4.8550
2015-12-04,4.9600,4.9100
2015-12-07,4.7500,4.7500
2015-12-08,4.9882,4.6600
2015-12-09,4.9600,4.7800
2015-12-10,4.9000,4.7650
2015-12-11,4.8000,4.7000
2015-12-14,4.6510,5.0900
2015-12-15,5.1500,5.0750
2015-12-16,5.3366,5.1800
2015-12-17,5.1388,5.2000
2015-12-18,5.1300,5.2500
2015-12-21,5.3400,4.6900
2015-12-22,4.7100,4.6000
2015-12-23,4.6000,4.6600
