date,open,close
2016-09-22,20.4400,20.4400
2016-09-23,20.4400,20.4400
2016-09-26,20.4400,20.4400
2016-09-27,20.3200,20.3200
2016-09-28,20.3000,20.3000
2016-09-29,19.7200,19.7200
2016-09-30,19.7200,19.7200
2016-10-03,19.9400,19.9700
2016-10-04,19.9700,19.9700
2016-10-05,19.9700,19.9700
2016-10-06,19.7800,19.7608
2016-10-07,19.7608,19.7608
2016-10-10,19.7608,19.7608
2016-10-11,19.6100,19.5185
2016-10-12,19.5185,19.5185
2016-10-13,19.5185,19.5185
2016-10-14,19.0800,19.0800
2016-10-17,19.0800,19.0800
2016-10-18,19.0800,19.0800
2016-10-19,19.0800,19.0800
2016-10-20,19.0999,19.0985
2016-10-21,19.1900,19.1900
2016-10-24,19.1900,19.1900
2016-10-25,19.1900,19.1900
2016-10-26,19.1900,19.1900
2016-10-27,19.1900,19.1900
2016-10-28,19.1900,19.1900
2016-10-31,18.1000,18.1000
2016-11-01,18.1000,18.0784
2016-11-02,18.1899,18.0525
2016-11-03,18.0525,18.0525
2016-11-04,18.0525,18.0525
2016-11-07,18.0525,18.0525
2016-11-08,18.0525,18.0525
2016-11-09,18.5000,18.9400
2016-11-10,19.2400,19.2500
2016-11-11,19.2799,19.2500
2016-11-14,19.2500,19.2500
2016-11-15,19.3650,19.3650
2016-11-16,19.2600,19.0979
2016-11-17,19.0979,19.0979
2016-11-18,19.1200,19.1300
2016-11-21,19.0840,19.0840
2016-11-22,19.0000,19.0000
2016-11-23,18.4200,18.8900
2016-11-25,18.8900,18.8900
2016-11-28,18.8199,18.8100
2016-11-29,18.7100,18.7100
2016-11-30,18.6404,18.6404
2016-12-01,18.6404,18.6404
2016-12-02,18.2793,18.2793
2016-12-05,18.5500,18.4400
2016-12-06,18.4400,18.4400
2016-12-07,18.2800,18.0601
2016-12-08,19.2300,18.2400
2016-12-09,18.9700,18.4100
2016-12-12,18.8400,18.4300
2016-12-13,18.5700,18.5700
2016-12-14,18.5099,18.3499
2016-12-15,18.6100,18.7100
2016-12-16,18.7100,18.7100
2016-12-19,18.6100,18.6100
2016-12-20,18.6100,18.6100
2016-12-21,18.6100,18.6100
2016-12-22,18.3799,18.3699
2016-12-23,18.3699,18.3699
2016-12-27,18.3699,18.3699
2016-12-28,18.4316,18.4316
2016-12-29,18.4316,18.4316
2016-12-30,18.3700,18.3400
2017-01-03,18.3400,18.3400
2017-01-04,19.2000,19.0100
2017-01-05,19.0100,19.0100
2017-01-06,19.1500,19.1000
2017-01-09,19.2100,19.4400
2017-01-10,19.3600,19.3076
2017-01-11,19.2508,18.7180
2017-01-12,19.2100,18.7448
2017-01-13,19.1800,19.1513
2017-01-17,19.1513,19.1513
2017-01-18,18.9500,18.9600
2017-01-19,19.0800,18.8300
2017-01-20,18.7660,18.7660
2017-01-23,18.6000,18.4964
2017-01-24,18.4964,18.4964
2017-01-25,18.4964,18.4964
2017-01-26,18.4565,18.4565
2017-01-27,18.4565,18.4565
2017-01-30,18.3700,18.3400
2017-01-31,18.4215,18.7600
2017-02-01,18.7600,18.7600
2017-02-02,18.7600,18.7600
2017-02-03,19.0000,19.1600
2017-02-06,19.1608,19.1800
2017-02-07,19.2100,19.0961
2017-02-08,19.0900,19.1999
2017-02-09,19.3154,19.3154
2017-02-10,19.3154,19.3154
2017-02-13,19.3606,19.4105
2017-02-14,19.3000,19.3000
2017-02-15,19.4100,19.9618
2017-02-16,20.1200,19.8000
2017-02-17,19.8000,19.8000
2017-02-21,19.8699,19.8401
2017-02-22,19.8401,19.8401
2017-02-23,19.8401,19.8401
2017-02-24,19.8401,19.8401
2017-02-27,19.8401,19.8401
2017-02-28,20.0400,20.0200
2017-03-01,20.0228,20.2288
2017-03-02,20.2288,20.2288
2017-03-03,20.1634,20.1634
2017-03-06,20.1634,20.1634
2017-03-07,20.1634,20.1634
2017-03-08,19.9500,20.0800
2017-03-09,20.0800,20.0800
2017-03-10,20.0401,20.0485
2017-03-13,20.0001,20.0001
2017-03-14,19.9700,19.9700
2017-03-15,20.0100,20.2327
2017-03-16,20.0963,20.1200
2017-03-17,19.9400,19.9400
2017-03-20,20.1575,20.1575
2017-03-21,20.1575,20.1575
2017-03-22,20.1575,20.1575
2017-03-23,20.1575,20.1575
2017-03-24,19.8097,19.7992
2017-03-27,20.5400,20.1000
2017-03-28,20.1000,20.1000
2017-03-29,20.1000,20.1000
2017-03-30,19.9071,19.9000
2017-03-31,19.8900,19.8460
2017-04-03,19.8460,19.8460
2017-04-04,19.6900,19.6900
2017-04-05,19.6900,19.6900
2017-04-06,19.7132,19.7100
2017-04-07,19.8062,19.8062
2017-04-10,19.8062,19.8062
2017-04-11,19.5200,19.9100
2017-04-12,19.9299,19.9299
2017-04-13,19.9299,19.9299
2017-04-17,19.9299,19.9299
2017-04-18,19.6024,19.6024
2017-04-19,19.8299,19.8050
2017-04-20,19.8050,19.8050
2017-04-21,19.8050,19.8050
2017-04-24,19.8050,19.8050
2017-04-25,20.0500,20.0500
2017-04-26,20.0500,20.0500
2017-04-27,19.9100,19.9100
2017-04-28,19.9100,19.9100
2017-05-01,19.9100,19.9100
2017-05-02,19.9100,19.9100
2017-05-03,19.9399,19.9399
2017-05-04,20.4800,20.1300
2017-05-05,19.9800,19.9600
2017-05-08,19.9600,19.9600
2017-05-09,19.9600,19.9600
2017-05-10,19.8600,19.8600
2017-05-11,20.1399,20.1399
2017-05-12,20.1399,20.1399
2017-05-15,20.1399,20.1399
2017-05-16,20.1099,20.1099
2017-05-17,19.8934,19.8664
2017-05-18,19.8100,19.8599
2017-05-19,19.8599,19.8599
2017-05-22,19.8599,19.8599
2017-05-23,19.8599,19.8599
2017-05-24,19.8599,19.8599
2017-05-25,19.9200,19.9499
2017-05-26,19.9499,19.9499
2017-05-30,19.9499,19.9499
2017-05-31,19.8100,19.8100
2017-06-01,19.9129,19.9129
2017-06-02,20.1500,20.1400
2017-06-05,20.0600,20.0600
2017-06-06,20.0600,20.0600
